server_id,os_vendor,os_name,os_version,services,cpe_raw
2297,cisco,ios,12.2\(15\)t9,,cpe:2.3:o:cisco:ios:12.2\(15\)t9:*:*:*:*:*:*:*
2298,cisco,ios,12.2\(15\)zj3,,cpe:2.3:o:cisco:ios:12.2\(15\)zj3:*:*:*:*:*:*:*
2299,cisco,ios,12.2\(18.2\),,cpe:2.3:o:cisco:ios:12.2\(18.2\):*:*:*:*:*:*:*
2300,cisco,ios,12.2\(19\),,cpe:2.3:o:cisco:ios:12.2\(19\):*:*:*:*:*:*:*
2301,cisco,ios,12.2\(2\)by2,,cpe:2.3:o:cisco:ios:12.2\(2\)by2:*:*:*:*:*:*:*
2302,cisco,ios,12.2\(2\)xa5,,cpe:2.3:o:cisco:ios:12.2\(2\)xa5:*:*:*:*:*:*:*
2303,cisco,ios,12.2\(2\)xu2,,cpe:2.3:o:cisco:ios:12.2\(2\)xu2:*:*:*:*:*:*:*
2304,cisco,ios,12.2\(20\)ewa,,cpe:2.3:o:cisco:ios:12.2\(20\)ewa:*:*:*:*:*:*:*
2305,cisco,ios,12.2\(23\),,cpe:2.3:o:cisco:ios:12.2\(23\):*:*:*:*:*:*:*
2306,cisco,ios,12.2\(25\)ey3,,cpe:2.3:o:cisco:ios:12.2\(25\)ey3:*:*:*:*:*:*:*
2307,cisco,ios,12.2\(26\)sv,,cpe:2.3:o:cisco:ios:12.2\(26\)sv:*:*:*:*:*:*:*
2308,cisco,ios,12.2\(3\),,cpe:2.3:o:cisco:ios:12.2\(3\):*:*:*:*:*:*:*
2309,cisco,ios,12.2\(4\)mb13b,,cpe:2.3:o:cisco:ios:12.2\(4\)mb13b:*:*:*:*:*:*:*
2310,cisco,ios,12.2\(4\)t6,,cpe:2.3:o:cisco:ios:12.2\(4\)t6:*:*:*:*:*:*:*
2311,cisco,ios,12.2\(4\)xl,,cpe:2.3:o:cisco:ios:12.2\(4\)xl:*:*:*:*:*:*:*
2312,cisco,ios,12.2\(7.4\)s,,cpe:2.3:o:cisco:ios:12.2\(7.4\)s:*:*:*:*:*:*:*
2313,cisco,ios,12.2\(7a\),,cpe:2.3:o:cisco:ios:12.2\(7a\):*:*:*:*:*:*:*
2314,cisco,ios,12.2\(8\)yd,,cpe:2.3:o:cisco:ios:12.2\(8\)yd:*:*:*:*:*:*:*
2315,cisco,ios,12.3\(11\)t5,,cpe:2.3:o:cisco:ios:12.3\(11\)t5:*:*:*:*:*:*:*
2316,cisco,ios,12.2\(21b\),,cpe:2.3:o:cisco:ios:12.2\(21b\):*:*:*:*:*:*:*
2317,cisco,ios,12.2\(23.6\),,cpe:2.3:o:cisco:ios:12.2\(23.6\):*:*:*:*:*:*:*
2318,cisco,ios,12.2\(25\)ewa4,,cpe:2.3:o:cisco:ios:12.2\(25\)ewa4:*:*:*:*:*:*:*
2319,cisco,ios,12.2\(25\)fy,,cpe:2.3:o:cisco:ios:12.2\(25\)fy:*:*:*:*:*:*:*
2320,cisco,ios,12.2\(4\)bx,,cpe:2.3:o:cisco:ios:12.2\(4\)bx:*:*:*:*:*:*:*
2321,cisco,ios,12.2\(4\)t,,cpe:2.3:o:cisco:ios:12.2\(4\)t:*:*:*:*:*:*:*
2322,cisco,ios,12.2\(4\)xr,,cpe:2.3:o:cisco:ios:12.2\(4\)xr:*:*:*:*:*:*:*
2323,cisco,ios,12.2\(6c\),,cpe:2.3:o:cisco:ios:12.2\(6c\):*:*:*:*:*:*:*
2324,cisco,ios,12.2\(8\)yy3,,cpe:2.3:o:cisco:ios:12.2\(8\)yy3:*:*:*:*:*:*:*
2325,cisco,ios,12.2jk,,cpe:2.3:o:cisco:ios:12.2jk:*:*:*:*:*:*:*
2326,cisco,ios,12.2sh,,cpe:2.3:o:cisco:ios:12.2sh:*:*:*:*:*:*:*
2327,cisco,ios,12.3\(11\)yk1,,cpe:2.3:o:cisco:ios:12.3\(11\)yk1:*:*:*:*:*:*:*
2328,cisco,ios,12.3\(14\)yq4,,cpe:2.3:o:cisco:ios:12.3\(14\)yq4:*:*:*:*:*:*:*
2329,cisco,ios,12.3\(14\)yt,,cpe:2.3:o:cisco:ios:12.3\(14\)yt:*:*:*:*:*:*:*
2330,cisco,ios,12.3\(14\)yt1,,cpe:2.3:o:cisco:ios:12.3\(14\)yt1:*:*:*:*:*:*:*
2331,cisco,ios,12.3\(2\)xc2,,cpe:2.3:o:cisco:ios:12.3\(2\)xc2:*:*:*:*:*:*:*
2332,cisco,ios,12.2\(4\)bc1,,cpe:2.3:o:cisco:ios:12.2\(4\)bc1:*:*:*:*:*:*:*
2333,cisco,ios,12.2\(4\)mb13c,,cpe:2.3:o:cisco:ios:12.2\(4\)mb13c:*:*:*:*:*:*:*
2334,cisco,ios,12.2\(4\)mx,,cpe:2.3:o:cisco:ios:12.2\(4\)mx:*:*:*:*:*:*:*
2335,cisco,ios,12.2\(4\)ya10,,cpe:2.3:o:cisco:ios:12.2\(4\)ya10:*:*:*:*:*:*:*
2336,cisco,ios,12.2\(7c\),,cpe:2.3:o:cisco:ios:12.2\(7c\):*:*:*:*:*:*:*
2337,cisco,ios,12.2\(8\)yw3,,cpe:2.3:o:cisco:ios:12.2\(8\)yw3:*:*:*:*:*:*:*
2338,cisco,ios,12.2fx,,cpe:2.3:o:cisco:ios:12.2fx:*:*:*:*:*:*:*
2339,cisco,ios,12.2tpc,,cpe:2.3:o:cisco:ios:12.2tpc:*:*:*:*:*:*:*
2340,cisco,ios,12.2x,,cpe:2.3:o:cisco:ios:12.2x:*:*:*:*:*:*:*
2341,cisco,ios,12.3\(11\)t6,,cpe:2.3:o:cisco:ios:12.3\(11\)t6:*:*:*:*:*:*:*
2342,cisco,ios,12.3\(11\)yf4,,cpe:2.3:o:cisco:ios:12.3\(11\)yf4:*:*:*:*:*:*:*
2343,cisco,ios,12.3\(14\)yq3,,cpe:2.3:o:cisco:ios:12.3\(14\)yq3:*:*:*:*:*:*:*
2344,cisco,ios,12.3\(16\),,cpe:2.3:o:cisco:ios:12.3\(16\):*:*:*:*:*:*:*
2345,cisco,ios,12.3\(2\)xa4,,cpe:2.3:o:cisco:ios:12.3\(2\)xa4:*:*:*:*:*:*:*
2346,cisco,ios,12.3\(4\)t4,,cpe:2.3:o:cisco:ios:12.3\(4\)t4:*:*:*:*:*:*:*
2347,cisco,ios,12.3\(4\)xg1,,cpe:2.3:o:cisco:ios:12.3\(4\)xg1:*:*:*:*:*:*:*
2348,cisco,ios,12.3\(5b\),,cpe:2.3:o:cisco:ios:12.3\(5b\):*:*:*:*:*:*:*
2349,cisco,ios,12.3\(7\)xi3,,cpe:2.3:o:cisco:ios:12.3\(7\)xi3:*:*:*:*:*:*:*
2350,cisco,ios,12.2\(28c\),,cpe:2.3:o:cisco:ios:12.2\(28c\):*:*:*:*:*:*:*
2351,cisco,ios,12.2\(4\)xw,,cpe:2.3:o:cisco:ios:12.2\(4\)xw:*:*:*:*:*:*:*
2352,cisco,ios,12.2\(4\)xw1,,cpe:2.3:o:cisco:ios:12.2\(4\)xw1:*:*:*:*:*:*:*
2353,cisco,ios,12.2\(8\)zb7,,cpe:2.3:o:cisco:ios:12.2\(8\)zb7:*:*:*:*:*:*:*
2354,cisco,ios,12.2ewa,,cpe:2.3:o:cisco:ios:12.2ewa:*:*:*:*:*:*:*
2355,cisco,ios,12.2so,,cpe:2.3:o:cisco:ios:12.2so:*:*:*:*:*:*:*
2356,cisco,ios,12.2zo,,cpe:2.3:o:cisco:ios:12.2zo:*:*:*:*:*:*:*
2357,cisco,ios,12.3\(11\)yf,,cpe:2.3:o:cisco:ios:12.3\(11\)yf:*:*:*:*:*:*:*
2358,cisco,ios,12.3\(11\)yk2,,cpe:2.3:o:cisco:ios:12.3\(11\)yk2:*:*:*:*:*:*:*
2359,cisco,ios,12.3\(11\)yl,,cpe:2.3:o:cisco:ios:12.3\(11\)yl:*:*:*:*:*:*:*
2360,cisco,ios,12.3\(12e\),,cpe:2.3:o:cisco:ios:12.3\(12e\):*:*:*:*:*:*:*
2361,cisco,ios,12.3\(13\),,cpe:2.3:o:cisco:ios:12.3\(13\):*:*:*:*:*:*:*
2362,cisco,ios,12.3\(14\)yu,,cpe:2.3:o:cisco:ios:12.3\(14\)yu:*:*:*:*:*:*:*
2363,cisco,ios,12.3\(4\)ja1,,cpe:2.3:o:cisco:ios:12.3\(4\)ja1:*:*:*:*:*:*:*
2364,cisco,ios,12.3\(4\)xd,,cpe:2.3:o:cisco:ios:12.3\(4\)xd:*:*:*:*:*:*:*
2365,cisco,ios,12.3\(6\),,cpe:2.3:o:cisco:ios:12.3\(6\):*:*:*:*:*:*:*
2366,cisco,ios,12.3\(7\)t,,cpe:2.3:o:cisco:ios:12.3\(7\)t:*:*:*:*:*:*:*
2367,cisco,ios,12.3\(7\)xr3,,cpe:2.3:o:cisco:ios:12.3\(7\)xr3:*:*:*:*:*:*:*
2368,cisco,ios,12.3\(7\)xr4,,cpe:2.3:o:cisco:ios:12.3\(7\)xr4:*:*:*:*:*:*:*
2369,cisco,ios,12.3\(8\)yd,,cpe:2.3:o:cisco:ios:12.3\(8\)yd:*:*:*:*:*:*:*
2370,cisco,ios,12.3\(8\)yi3,,cpe:2.3:o:cisco:ios:12.3\(8\)yi3:*:*:*:*:*:*:*
2371,cisco,ios,12.3\(9\),,cpe:2.3:o:cisco:ios:12.3\(9\):*:*:*:*:*:*:*
2372,cisco,ios,12.3xb,,cpe:2.3:o:cisco:ios:12.3xb:*:*:*:*:*:*:*
2373,cisco,ios,12.3yt,,cpe:2.3:o:cisco:ios:12.3yt:*:*:*:*:*:*:*
2374,cisco,ios,12.4\(9\)t,,cpe:2.3:o:cisco:ios:12.4\(9\)t:*:*:*:*:*:*:*
2375,cisco,ios,12.4xe,,cpe:2.3:o:cisco:ios:12.4xe:*:*:*:*:*:*:*
2376,cisco,ios,12.3\(4\)eo1,,cpe:2.3:o:cisco:ios:12.3\(4\)eo1:*:*:*:*:*:*:*
2377,cisco,ios,12.3\(4\)xg5,,cpe:2.3:o:cisco:ios:12.3\(4\)xg5:*:*:*:*:*:*:*
2378,cisco,ios,12.3\(5e\),,cpe:2.3:o:cisco:ios:12.3\(5e\):*:*:*:*:*:*:*
2379,cisco,ios,12.3\(7\)jx,,cpe:2.3:o:cisco:ios:12.3\(7\)jx:*:*:*:*:*:*:*
2380,cisco,ios,12.3\(7\)xi4,,cpe:2.3:o:cisco:ios:12.3\(7\)xi4:*:*:*:*:*:*:*
2381,cisco,ios,12.3\(8\)ya1,,cpe:2.3:o:cisco:ios:12.3\(8\)ya1:*:*:*:*:*:*:*
2382,cisco,ios,12.3\(8\)yi,,cpe:2.3:o:cisco:ios:12.3\(8\)yi:*:*:*:*:*:*:*
2383,cisco,ios,12.3\(8\)yi1,,cpe:2.3:o:cisco:ios:12.3\(8\)yi1:*:*:*:*:*:*:*
2384,cisco,ios,12.3tpc,,cpe:2.3:o:cisco:ios:12.3tpc:*:*:*:*:*:*:*
2385,cisco,ios,12.3xh,,cpe:2.3:o:cisco:ios:12.3xh:*:*:*:*:*:*:*
2386,cisco,ios,12.3xq,,cpe:2.3:o:cisco:ios:12.3xq:*:*:*:*:*:*:*
2387,cisco,ios,12.4\(2\)xa,,cpe:2.3:o:cisco:ios:12.4\(2\)xa:*:*:*:*:*:*:*
2388,cisco,ios,12.4\(3d\),,cpe:2.3:o:cisco:ios:12.4\(3d\):*:*:*:*:*:*:*
2389,cisco,ios,12.4\(7a\),,cpe:2.3:o:cisco:ios:12.4\(7a\):*:*:*:*:*:*:*
2390,cisco,ios,12.4\(8\),,cpe:2.3:o:cisco:ios:12.4\(8\):*:*:*:*:*:*:*
2391,cisco,ios,12.3\(9a\)bc6,,cpe:2.3:o:cisco:ios:12.3\(9a\)bc6:*:*:*:*:*:*:*
2392,cisco,ios,12.3ja,,cpe:2.3:o:cisco:ios:12.3ja:*:*:*:*:*:*:*
2393,cisco,ios,12.3xe,,cpe:2.3:o:cisco:ios:12.3xe:*:*:*:*:*:*:*
2394,cisco,ios,12.3xy,,cpe:2.3:o:cisco:ios:12.3xy:*:*:*:*:*:*:*
2395,cisco,ios,12.3yg,,cpe:2.3:o:cisco:ios:12.3yg:*:*:*:*:*:*:*
2396,cisco,ios,12.4\(6\)t1,,cpe:2.3:o:cisco:ios:12.4\(6\)t1:*:*:*:*:*:*:*
2397,cisco,ios,12.4\(7\),,cpe:2.3:o:cisco:ios:12.4\(7\):*:*:*:*:*:*:*
2398,cisco,ios,12.4xa,,cpe:2.3:o:cisco:ios:12.4xa:*:*:*:*:*:*:*
2399,cisco,ios,12.3\(2\)xe3,,cpe:2.3:o:cisco:ios:12.3\(2\)xe3:*:*:*:*:*:*:*
2400,cisco,ios,12.3\(4\)t1,,cpe:2.3:o:cisco:ios:12.3\(4\)t1:*:*:*:*:*:*:*
2401,cisco,ios,12.3\(4\)xe4,,cpe:2.3:o:cisco:ios:12.3\(4\)xe4:*:*:*:*:*:*:*
2402,cisco,ios,12.3\(4\)xk4,,cpe:2.3:o:cisco:ios:12.3\(4\)xk4:*:*:*:*:*:*:*
2403,cisco,ios,12.3\(7\)t12,,cpe:2.3:o:cisco:ios:12.3\(7\)t12:*:*:*:*:*:*:*
2404,cisco,ios,12.3\(7\)t4,,cpe:2.3:o:cisco:ios:12.3\(7\)t4:*:*:*:*:*:*:*
2405,cisco,ios,12.3\(8\)yg2,,cpe:2.3:o:cisco:ios:12.3\(8\)yg2:*:*:*:*:*:*:*
2406,cisco,ios,12.3\(9a\)bc,,cpe:2.3:o:cisco:ios:12.3\(9a\)bc:*:*:*:*:*:*:*
2407,cisco,ios,12.3xc,,cpe:2.3:o:cisco:ios:12.3xc:*:*:*:*:*:*:*
2408,cisco,ios,12.3xu,,cpe:2.3:o:cisco:ios:12.3xu:*:*:*:*:*:*:*
2409,cisco,ios,12.3xv,,cpe:2.3:o:cisco:ios:12.3xv:*:*:*:*:*:*:*
2410,cisco,ios,12.3yx,,cpe:2.3:o:cisco:ios:12.3yx:*:*:*:*:*:*:*
2411,cisco,ios,12.3yz,,cpe:2.3:o:cisco:ios:12.3yz:*:*:*:*:*:*:*
2412,cisco,ios,12.4\(2\)t,,cpe:2.3:o:cisco:ios:12.4\(2\)t:*:*:*:*:*:*:*
2413,cisco,ios,12.4sw,,cpe:2.3:o:cisco:ios:12.4sw:*:*:*:*:*:*:*
2414,cisco,ios,12.4xp,,cpe:2.3:o:cisco:ios:12.4xp:*:*:*:*:*:*:*
2415,cisco,ios,11.1\(7\),,cpe:2.3:o:cisco:ios:11.1\(7\):*:*:*:*:*:*:*
2416,cisco,ios,10.3\(19a\),,cpe:2.3:o:cisco:ios:10.3\(19a\):*:*:*:*:*:*:*
2417,cisco,ios,12.0\(16\)s8a,,cpe:2.3:o:cisco:ios:12.0\(16\)s8a:*:*:*:*:*:*:*
2418,cisco,ios,12.0\(16\)sc,,cpe:2.3:o:cisco:ios:12.0\(16\)sc:*:*:*:*:*:*:*
2419,cisco,ios,12.0\(20\)st6,,cpe:2.3:o:cisco:ios:12.0\(20\)st6:*:*:*:*:*:*:*
2420,cisco,ios,12.0\(20\)st7,,cpe:2.3:o:cisco:ios:12.0\(20\)st7:*:*:*:*:*:*:*
2421,cisco,ios,12.0\(21\)sx,,cpe:2.3:o:cisco:ios:12.0\(21\)sx:*:*:*:*:*:*:*
2422,cisco,ios,12.0\(23\)s4,,cpe:2.3:o:cisco:ios:12.0\(23\)s4:*:*:*:*:*:*:*
2423,cisco,ios,12.0\(24\)s6,,cpe:2.3:o:cisco:ios:12.0\(24\)s6:*:*:*:*:*:*:*
2424,cisco,ios,12.0\(3.3\)s,,cpe:2.3:o:cisco:ios:12.0\(3.3\)s:*:*:*:*:*:*:*
2425,cisco,ios,12.0\(31\)s1,,cpe:2.3:o:cisco:ios:12.0\(31\)s1:*:*:*:*:*:*:*
2426,cisco,ios,11.1\(36\)ca4,,cpe:2.3:o:cisco:ios:11.1\(36\)ca4:*:*:*:*:*:*:*
2427,cisco,ios,12.0\(20\)sx,,cpe:2.3:o:cisco:ios:12.0\(20\)sx:*:*:*:*:*:*:*
2428,cisco,ios,12.0\(22\)s4,,cpe:2.3:o:cisco:ios:12.0\(22\)s4:*:*:*:*:*:*:*
2429,cisco,ios,12.0\(26\)s2,,cpe:2.3:o:cisco:ios:12.0\(26\)s2:*:*:*:*:*:*:*
2430,cisco,ios,12.0\(10\)s3b,,cpe:2.3:o:cisco:ios:12.0\(10\)s3b:*:*:*:*:*:*:*
2431,cisco,ios,12.0\(25\)w5-27d,,cpe:2.3:o:cisco:ios:12.0\(25\)w5-27d:*:*:*:*:*:*:*
2432,cisco,ios,12.0\(26\),,cpe:2.3:o:cisco:ios:12.0\(26\):*:*:*:*:*:*:*
2433,cisco,ios,12.0\(30\)s4,,cpe:2.3:o:cisco:ios:12.0\(30\)s4:*:*:*:*:*:*:*
2434,cisco,ios,12.1\(12c\),,cpe:2.3:o:cisco:ios:12.1\(12c\):*:*:*:*:*:*:*
2435,cisco,ios,12.1\(13\)e1,,cpe:2.3:o:cisco:ios:12.1\(13\)e1:*:*:*:*:*:*:*
2436,cisco,ios,12.1\(13\)e12,,cpe:2.3:o:cisco:ios:12.1\(13\)e12:*:*:*:*:*:*:*
2437,cisco,ios,12.1\(13\)ew4,,cpe:2.3:o:cisco:ios:12.1\(13\)ew4:*:*:*:*:*:*:*
2438,cisco,ios,12.1\(23\)e1,,cpe:2.3:o:cisco:ios:12.1\(23\)e1:*:*:*:*:*:*:*
2439,cisco,ios,12.1\(3\)xt3,,cpe:2.3:o:cisco:ios:12.1\(3\)xt3:*:*:*:*:*:*:*
2440,cisco,ios,12.1\(3b\),,cpe:2.3:o:cisco:ios:12.1\(3b\):*:*:*:*:*:*:*
2441,cisco,ios,12.1\(4\)ea1e,,cpe:2.3:o:cisco:ios:12.1\(4\)ea1e:*:*:*:*:*:*:*
2442,cisco,ios,12.1\(5\)ey,,cpe:2.3:o:cisco:ios:12.1\(5\)ey:*:*:*:*:*:*:*
2443,cisco,ios,12.1\(5\)yh3,,cpe:2.3:o:cisco:ios:12.1\(5\)yh3:*:*:*:*:*:*:*
2444,cisco,ios,12.1\(6\)ey,,cpe:2.3:o:cisco:ios:12.1\(6\)ey:*:*:*:*:*:*:*
2445,cisco,ios,12.1\(7\)da2,,cpe:2.3:o:cisco:ios:12.1\(7\)da2:*:*:*:*:*:*:*
2446,cisco,ios,12.1\(8\)aa1,,cpe:2.3:o:cisco:ios:12.1\(8\)aa1:*:*:*:*:*:*:*
2447,cisco,ios,12.1\(8\)e,,cpe:2.3:o:cisco:ios:12.1\(8\)e:*:*:*:*:*:*:*
2448,cisco,ios,12.1\(9a\),,cpe:2.3:o:cisco:ios:12.1\(9a\):*:*:*:*:*:*:*
2449,cisco,ios,12.1\(1\)e5,,cpe:2.3:o:cisco:ios:12.1\(1\)e5:*:*:*:*:*:*:*
2450,cisco,ios,12.1\(14\)e10,,cpe:2.3:o:cisco:ios:12.1\(14\)e10:*:*:*:*:*:*:*
2451,cisco,ios,12.1\(18.4\),,cpe:2.3:o:cisco:ios:12.1\(18.4\):*:*:*:*:*:*:*
2452,cisco,ios,12.1\(20\),,cpe:2.3:o:cisco:ios:12.1\(20\):*:*:*:*:*:*:*
2453,cisco,ios,12.1\(5\)db1,,cpe:2.3:o:cisco:ios:12.1\(5\)db1:*:*:*:*:*:*:*
2454,cisco,ios,12.1\(5\)yf4,,cpe:2.3:o:cisco:ios:12.1\(5\)yf4:*:*:*:*:*:*:*
2455,cisco,ios,12.1\(7a\)ey3,,cpe:2.3:o:cisco:ios:12.1\(7a\)ey3:*:*:*:*:*:*:*
2456,cisco,ios,12.1\(10\)e4,,cpe:2.3:o:cisco:ios:12.1\(10\)e4:*:*:*:*:*:*:*
2457,cisco,ios,12.1\(12\),,cpe:2.3:o:cisco:ios:12.1\(12\):*:*:*:*:*:*:*
2458,cisco,ios,12.1\(13\)e7,,cpe:2.3:o:cisco:ios:12.1\(13\)e7:*:*:*:*:*:*:*
2459,cisco,ios,12.1\(14\),,cpe:2.3:o:cisco:ios:12.1\(14\):*:*:*:*:*:*:*
2460,cisco,ios,12.1\(2\)xf4,,cpe:2.3:o:cisco:ios:12.1\(2\)xf4:*:*:*:*:*:*:*
2461,cisco,ios,12.1\(3\)t,,cpe:2.3:o:cisco:ios:12.1\(3\)t:*:*:*:*:*:*:*
2462,cisco,ios,12.1\(3a\)e8,,cpe:2.3:o:cisco:ios:12.1\(3a\)e8:*:*:*:*:*:*:*
2463,cisco,ios,12.1\(4\)db2,,cpe:2.3:o:cisco:ios:12.1\(4\)db2:*:*:*:*:*:*:*
2464,cisco,ios,12.1\(5\)t9,,cpe:2.3:o:cisco:ios:12.1\(5\)t9:*:*:*:*:*:*:*
2465,cisco,ios,12.1\(5c\),,cpe:2.3:o:cisco:ios:12.1\(5c\):*:*:*:*:*:*:*
2466,cisco,ios,12.1\(6.5\),,cpe:2.3:o:cisco:ios:12.1\(6.5\):*:*:*:*:*:*:*
2467,cisco,ios,12.1\(8\)ea2b,,cpe:2.3:o:cisco:ios:12.1\(8\)ea2b:*:*:*:*:*:*:*
2468,cisco,ios,11.1\(24\),,cpe:2.3:o:cisco:ios:11.1\(24\):*:*:*:*:*:*:*
2469,cisco,ios,11.2\(14\)gs2,,cpe:2.3:o:cisco:ios:11.2\(14\)gs2:*:*:*:*:*:*:*
2470,cisco,ios,12.1\(8a\)ew,,cpe:2.3:o:cisco:ios:12.1\(8a\)ew:*:*:*:*:*:*:*
2471,cisco,ios,12.2\(1\)t,,cpe:2.3:o:cisco:ios:12.2\(1\)t:*:*:*:*:*:*:*
2472,cisco,ios,12.2\(11\)t3,,cpe:2.3:o:cisco:ios:12.2\(11\)t3:*:*:*:*:*:*:*
2473,cisco,ios,12.2\(13\)zd4,,cpe:2.3:o:cisco:ios:12.2\(13\)zd4:*:*:*:*:*:*:*
2474,cisco,ios,12.2\(14\)za,,cpe:2.3:o:cisco:ios:12.2\(14\)za:*:*:*:*:*:*:*
2475,cisco,ios,12.2\(17d\)sxb,,cpe:2.3:o:cisco:ios:12.2\(17d\)sxb:*:*:*:*:*:*:*
2476,cisco,ios,12.2\(1b\)da1,,cpe:2.3:o:cisco:ios:12.2\(1b\)da1:*:*:*:*:*:*:*
2477,cisco,ios,12.2\(11\)yp1,,cpe:2.3:o:cisco:ios:12.2\(11\)yp1:*:*:*:*:*:*:*
2478,cisco,ios,12.2\(12.02\)s,,cpe:2.3:o:cisco:ios:12.2\(12.02\)s:*:*:*:*:*:*:*
2479,cisco,ios,12.2\(12g\),,cpe:2.3:o:cisco:ios:12.2\(12g\):*:*:*:*:*:*:*
2480,cisco,ios,12.2\(13.03\)b,,cpe:2.3:o:cisco:ios:12.2\(13.03\)b:*:*:*:*:*:*:*
2481,cisco,ios,12.2\(14.5\),,cpe:2.3:o:cisco:ios:12.2\(14.5\):*:*:*:*:*:*:*
2482,cisco,ios,12.2\(15\)t5,,cpe:2.3:o:cisco:ios:12.2\(15\)t5:*:*:*:*:*:*:*
2483,cisco,ios,12.2\(15\)zj,,cpe:2.3:o:cisco:ios:12.2\(15\)zj:*:*:*:*:*:*:*
2484,cisco,ios,12.2\(18\)s10,,cpe:2.3:o:cisco:ios:12.2\(18\)s10:*:*:*:*:*:*:*
2485,cisco,ios,12.2\(2\)xa1,,cpe:2.3:o:cisco:ios:12.2\(2\)xa1:*:*:*:*:*:*:*
2486,cisco,ios,12.2\(20\)ew2,,cpe:2.3:o:cisco:ios:12.2\(20\)ew2:*:*:*:*:*:*:*
2487,cisco,ios,12.2\(13\)ja1,,cpe:2.3:o:cisco:ios:12.2\(13\)ja1:*:*:*:*:*:*:*
2488,cisco,ios,12.2\(13\)mc1,,cpe:2.3:o:cisco:ios:12.2\(13\)mc1:*:*:*:*:*:*:*
2489,cisco,ios,12.2\(13\)zd,,cpe:2.3:o:cisco:ios:12.2\(13\)zd:*:*:*:*:*:*:*
2490,cisco,ios,12.2\(13\)zj,,cpe:2.3:o:cisco:ios:12.2\(13\)zj:*:*:*:*:*:*:*
2491,cisco,ios,12.2\(14\)s14,,cpe:2.3:o:cisco:ios:12.2\(14\)s14:*:*:*:*:*:*:*
2492,cisco,ios,12.2\(15\)xr,,cpe:2.3:o:cisco:ios:12.2\(15\)xr:*:*:*:*:*:*:*
2493,cisco,ios,12.2\(15\)zl1,,cpe:2.3:o:cisco:ios:12.2\(15\)zl1:*:*:*:*:*:*:*
2494,cisco,ios,12.2\(16.1\)b,,cpe:2.3:o:cisco:ios:12.2\(16.1\)b:*:*:*:*:*:*:*
2495,cisco,ios,12.2\(16.5\)s,,cpe:2.3:o:cisco:ios:12.2\(16.5\)s:*:*:*:*:*:*:*
2496,cisco,ios,12.2\(18\)sxd5,,cpe:2.3:o:cisco:ios:12.2\(18\)sxd5:*:*:*:*:*:*:*
2497,cisco,ios,12.2\(1b\),,cpe:2.3:o:cisco:ios:12.2\(1b\):*:*:*:*:*:*:*
2498,cisco,ios,12.2\(2\)xb11,,cpe:2.3:o:cisco:ios:12.2\(2\)xb11:*:*:*:*:*:*:*
2499,cisco,ios,12.2\(20\)s,,cpe:2.3:o:cisco:ios:12.2\(20\)s:*:*:*:*:*:*:*
2500,cisco,ios,12.2\(21\),,cpe:2.3:o:cisco:ios:12.2\(21\):*:*:*:*:*:*:*
2501,cisco,ios,12.2\(25\)ez,,cpe:2.3:o:cisco:ios:12.2\(25\)ez:*:*:*:*:*:*:*
2502,cisco,ios,12.1\(10\),,cpe:2.3:o:cisco:ios:12.1\(10\):*:*:*:*:*:*:*
2503,cisco,ios,12.1\(10.5\)ec,,cpe:2.3:o:cisco:ios:12.1\(10.5\)ec:*:*:*:*:*:*:*
2504,cisco,ios,12.1\(11b\)e,,cpe:2.3:o:cisco:ios:12.1\(11b\)e:*:*:*:*:*:*:*
2505,cisco,ios,12.1\(13\)ex2,,cpe:2.3:o:cisco:ios:12.1\(13\)ex2:*:*:*:*:*:*:*
2506,cisco,ios,12.1\(2\)t,,cpe:2.3:o:cisco:ios:12.1\(2\)t:*:*:*:*:*:*:*
2507,cisco,ios,12.1\(20\)eo,,cpe:2.3:o:cisco:ios:12.1\(20\)eo:*:*:*:*:*:*:*
2508,cisco,ios,12.1\(3\)dc2,,cpe:2.3:o:cisco:ios:12.1\(3\)dc2:*:*:*:*:*:*:*
2509,cisco,ios,12.1\(4\)db1,,cpe:2.3:o:cisco:ios:12.1\(4\)db1:*:*:*:*:*:*:*
2510,cisco,ios,12.1\(4\)xz,,cpe:2.3:o:cisco:ios:12.1\(4\)xz:*:*:*:*:*:*:*
2511,cisco,ios,12.1\(5\)xs,,cpe:2.3:o:cisco:ios:12.1\(5\)xs:*:*:*:*:*:*:*
2512,cisco,ios,12.1\(6\)ez2,,cpe:2.3:o:cisco:ios:12.1\(6\)ez2:*:*:*:*:*:*:*
2513,cisco,ios,12.2sw,,cpe:2.3:o:cisco:ios:12.2sw:*:*:*:*:*:*:*
2514,cisco,ios,12.3\(11\)yr,,cpe:2.3:o:cisco:ios:12.3\(11\)yr:*:*:*:*:*:*:*
2515,cisco,ios,12.3\(13a\)bc,,cpe:2.3:o:cisco:ios:12.3\(13a\)bc:*:*:*:*:*:*:*
2516,cisco,ios,12.2\(25\)ewa3,,cpe:2.3:o:cisco:ios:12.2\(25\)ewa3:*:*:*:*:*:*:*
2517,cisco,ios,12.2\(25\)seb2,,cpe:2.3:o:cisco:ios:12.2\(25\)seb2:*:*:*:*:*:*:*
2518,cisco,ios,12.2\(27\)sv1,,cpe:2.3:o:cisco:ios:12.2\(27\)sv1:*:*:*:*:*:*:*
